To, Location
data_in[0], SW[0]
data_in[1], SW[1]
data_in[2], SW[2]
data_in[3], SW[3]
data_in[4], SW[4]
data_in[5], SW[5]
data_in[6], SW[6]
data_in[7], SW[7]
UNIT_SELECT[0], SW[8]
UNIT_SELECT[1], SW[9]
UNIT_SELECT[2], SW[10]
CHIP_WE, SW[17]
CHIP_SEL, SW[16]
CHIP_OE, SW[15]
